user,card_index,card_brand,card_type,card_number,expires,cvv,has_chip,cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
1590,2,Mastercard,Debit,5.6545E+15,Oct-21,407,YES,3,"$15,774 ",Mar-02,2007,No
1590,3,Visa,Credit,4.98242E+15,Oct-23,669,YES,2,"$8,800 ",Mar-06,2015,No
1591,0,Visa,Debit,4.33619E+15,Oct-24,795,NO,1,"$26,206 ",Feb-18,2018,No
1591,1,Mastercard,Debit,5.3819E+15,Apr-21,179,YES,1,"$31,113 ",Oct-13,2013,No
1591,2,Mastercard,Credit,5.41642E+15,Feb-20,460,YES,1,"$21,100 ",Jan-20,2020,No
1591,3,Visa,Credit,4.83309E+15,Jun-23,461,YES,1,"$17,100 ",Jan-17,2017,No
1591,4,Visa,Debit,4.55438E+15,Jun-20,561,YES,1,"$66,287 ",Feb-20,2020,No
1592,0,Mastercard,Credit,5.99821E+15,Aug-20,214,YES,2,"$10,900 ",Jan-14,2014,No
1592,1,Visa,Debit,4.93832E+15,Jul-07,181,YES,1,"$36,271 ",Feb-07,2010,No
1593,0,Mastercard,Debit,5.67948E+15,Mar-17,465,YES,2,"$5,391 ",May-06,2013,No
1593,1,Visa,Debit,4.7994E+15,Dec-20,310,YES,2,"$17,537 ",Feb-05,2010,No
1593,2,Amex,Credit,3.50212E+14,Dec-24,981,YES,2,"$10,700 ",May-18,2018,No
1593,3,Mastercard,Debit,5.97372E+15,Sep-23,38,YES,1,"$18,573 ",May-14,2014,No
1593,4,Mastercard,Debit,5.03699E+15,Oct-24,867,YES,1,"$18,019 ",Feb-20,2020,No
1593,5,Visa,Debit,4.18152E+15,Apr-21,2,NO,2,"$15,160 ",Jan-01,2007,No
1594,0,Mastercard,Debit,5.45316E+15,Nov-11,732,YES,2,"$4,136 ",Jan-10,2010,No
1594,1,Mastercard,Debit,5.83617E+15,Nov-24,80,YES,1,"$14,561 ",Feb-07,2015,No
1595,0,Mastercard,Debit (Prepaid),5.54024E+15,Jan-24,40,YES,2,$86 ,Jan-20,2020,No
1596,0,Mastercard,Credit,5.07245E+15,Jul-23,115,YES,2,"$17,100 ",Jun-01,2011,No
1597,0,Visa,Credit,4.786E+15,Jul-15,707,YES,2,"$12,700 ",Jun-15,2015,No
1597,1,Mastercard,Debit,5.80971E+15,May-20,678,YES,1,"$54,517 ",Jun-13,2013,No
1597,2,Mastercard,Credit,5.9616E+15,May-21,233,YES,2,"$14,900 ",May-08,2008,No
1598,0,Amex,Credit,3.59466E+14,Nov-24,426,YES,1,"$16,000 ",May-11,2011,No
1598,1,Mastercard,Debit,5.41576E+15,Feb-20,464,NO,2,"$30,713 ",Aug-11,2016,No
1598,2,Mastercard,Debit,5.40094E+15,Nov-24,816,YES,2,"$33,158 ",Jun-09,2013,No
1598,3,Visa,Debit (Prepaid),4.1664E+15,Mar-22,843,YES,2,$29 ,Aug-08,2014,No
1599,0,Amex,Credit,3.27173E+14,May-22,496,YES,1,"$21,700 ",Apr-06,2014,No
1599,1,Visa,Credit,4.85104E+15,May-22,485,YES,2,"$12,500 ",Oct-16,2016,No
1600,0,Visa,Debit,4.47458E+15,Jul-20,20,NO,2,"$3,365 ",Jan-10,2010,No
1600,1,Mastercard,Debit,5.19089E+15,Aug-20,16,YES,1,"$14,856 ",Mar-11,2011,No
1600,2,Mastercard,Debit,5.20589E+15,Aug-23,839,YES,1,"$5,989 ",Jun-08,2014,No
1600,3,Mastercard,Debit,5.79425E+15,Jan-24,162,YES,3,"$4,394 ",Jul-09,2009,No
1601,0,Visa,Debit (Prepaid),4.56132E+15,Jun-23,420,YES,1,$85 ,Jul-16,2016,No
1601,1,Mastercard,Credit,5.50742E+15,Jul-18,551,YES,1,"$10,600 ",Jul-10,2013,No
1601,2,Visa,Debit,4.76609E+15,Mar-16,750,YES,2,"$3,909 ",Jan-10,2010,No
1601,3,Visa,Debit,4.54847E+15,Feb-20,50,YES,1,"$1,873 ",Dec-08,2010,No
1602,0,Visa,Debit,4.76439E+15,Mar-22,429,YES,1,"$19,643 ",Jan-20,2020,No
1602,1,Mastercard,Credit,5.14025E+15,May-22,989,YES,2,"$14,700 ",Jul-06,2008,No
1602,2,Mastercard,Credit,5.72507E+15,Jun-19,353,NO,1,"$8,800 ",Oct-10,2010,No
1603,0,Mastercard,Credit,5.13254E+15,May-22,14,NO,1,"$7,900 ",Jan-20,2020,No
1603,1,Mastercard,Debit,5.27688E+15,May-14,149,YES,2,"$12,653 ",Mar-07,2012,No
1603,2,Discover,Credit,6.41626E+15,May-22,101,NO,1,"$11,400 ",Mar-03,2014,No
1604,0,Mastercard,Credit,5.09868E+15,Jan-21,475,NO,1,"$6,500 ",Jun-03,2012,No
1604,1,Mastercard,Debit,5.29674E+15,Feb-21,637,YES,1,"$1,407 ",Sep-10,2018,No
1604,2,Mastercard,Debit,5.31755E+15,Apr-13,455,YES,2,"$11,402 ",Apr-11,2011,No
1604,3,Mastercard,Debit,5.81986E+15,Mar-21,395,YES,2,"$4,501 ",Apr-99,2015,No
1604,4,Mastercard,Debit,5.6153E+15,Feb-22,923,YES,1,"$1,399 ",Nov-09,2009,No
1604,5,Mastercard,Debit,5.84373E+15,Oct-20,170,YES,2,"$14,466 ",Nov-95,2007,No
1604,6,Visa,Credit,4.4623E+15,Apr-03,869,YES,1,"$8,000 ",Jan-03,2008,No
1605,0,Visa,Debit,4.39764E+15,Feb-20,546,YES,1,"$31,916 ",Jan-20,2020,No
1606,0,Visa,Credit,4.15319E+15,Aug-21,585,YES,3,"$7,800 ",Feb-20,2020,No
1606,1,Mastercard,Debit,5.15492E+15,Aug-13,791,NO,1,$570 ,Feb-09,2010,No
1606,2,Mastercard,Debit,5.36466E+15,Jun-23,944,YES,2,"$13,187 ",Dec-10,2010,No
1606,3,Mastercard,Debit (Prepaid),5.39708E+15,Feb-20,796,YES,1,$50 ,Feb-20,2020,No
1607,0,Mastercard,Credit,5.75823E+15,Jun-20,759,YES,1,"$8,900 ",Apr-10,2010,No
1607,1,Visa,Debit,4.30595E+15,Jul-21,42,YES,2,"$10,681 ",Jul-06,2013,No
1607,2,Mastercard,Credit,5.21942E+15,Nov-23,66,NO,2,"$2,500 ",Jun-00,2011,No
1607,3,Visa,Credit,4.21424E+15,May-20,231,YES,2,"$8,700 ",Jan-10,2010,No
1607,4,Mastercard,Debit,5.81489E+15,Feb-24,110,YES,2,"$10,227 ",Nov-09,2012,No
1607,5,Mastercard,Debit,5.60709E+15,Dec-21,968,YES,2,"$2,507 ",Sep-08,2010,No
1608,0,Visa,Credit,4.49819E+15,Jan-21,230,YES,2,"$19,400 ",May-99,2011,No
1608,1,Mastercard,Debit,5.93046E+15,Aug-23,617,NO,1,"$29,268 ",Feb-07,2010,No
1608,2,Visa,Debit,4.89342E+15,Oct-24,941,YES,2,"$10,756 ",Sep-11,2011,No
1609,0,Mastercard,Debit (Prepaid),5.03503E+15,Aug-21,144,YES,2,$57 ,Feb-20,2020,No
1609,1,Visa,Debit,4.5567E+15,May-20,31,YES,2,"$10,705 ",Jan-20,2020,No
1610,0,Visa,Credit,4.89759E+15,Aug-21,424,YES,2,"$4,200 ",Oct-18,2018,No
1611,0,Visa,Credit,4.4634E+15,Sep-17,944,YES,2,"$5,800 ",Mar-08,2011,No
1612,0,Visa,Credit,4.74416E+15,Feb-20,983,YES,3,"$9,300 ",Apr-14,2014,No
1612,1,Mastercard,Debit (Prepaid),5.17383E+15,Aug-09,140,YES,1,$56 ,Sep-06,2009,No
1612,2,Mastercard,Credit,5.83507E+15,Dec-20,381,YES,1,"$8,200 ",Mar-06,2014,No
1613,0,Mastercard,Debit (Prepaid),5.08104E+15,Dec-22,912,NO,2,$78 ,Feb-20,2020,No
1613,1,Amex,Credit,3.56561E+14,Jun-20,388,NO,1,"$15,000 ",May-10,2015,No
1613,2,Mastercard,Debit,5.35668E+15,Sep-22,452,YES,1,"$11,495 ",Oct-04,2014,No
1613,3,Mastercard,Debit,5.77375E+15,Aug-24,145,YES,2,"$21,982 ",Jan-20,2020,No
1614,0,Mastercard,Debit,5.27172E+15,May-21,709,YES,1,"$20,278 ",Jan-20,2020,No
1614,1,Mastercard,Debit,5.84604E+15,Feb-20,788,NO,2,"$13,139 ",Feb-20,2020,No
1614,2,Visa,Credit,4.85589E+15,Oct-22,943,YES,1,"$9,900 ",Jan-20,2020,No
1614,3,Visa,Credit,4.06339E+15,Mar-23,599,YES,1,"$8,900 ",Feb-20,2020,No
1615,0,Visa,Debit,4.28917E+15,Jun-13,338,NO,1,"$4,976 ",Apr-06,2014,No
1615,1,Mastercard,Debit,5.54945E+15,Aug-21,647,YES,1,$974 ,Aug-04,2008,No
1615,2,Visa,Credit,4.34031E+15,Apr-24,147,YES,2,"$2,000 ",Feb-20,2020,No
1616,0,Visa,Credit,4.27759E+15,Mar-22,388,YES,2,"$10,600 ",Mar-09,2011,No
1617,0,Mastercard,Credit,5.24652E+15,May-24,408,YES,2,"$7,100 ",Apr-14,2014,No
1617,1,Visa,Credit,4.99588E+15,Aug-24,532,YES,1,"$6,800 ",May-02,2012,No
1617,2,Mastercard,Debit,5.46523E+15,Aug-24,675,YES,2,"$4,887 ",Jul-09,2015,No
1617,3,Mastercard,Debit,5.44757E+15,Oct-12,975,YES,2,"$8,133 ",Sep-01,2012,No
1618,0,Mastercard,Debit,5.48931E+15,Feb-22,555,YES,1,"$62,703 ",May-01,2007,No
1618,1,Visa,Credit,4.56505E+15,Jul-18,13,YES,1,"$23,500 ",Jul-10,2010,No
1619,0,Mastercard,Debit,5.28985E+15,Nov-17,351,YES,2,"$10,707 ",Jan-10,2010,No
1619,1,Visa,Debit,4.41915E+15,Nov-22,287,YES,1,"$18,945 ",Dec-13,2013,No
1620,0,Discover,Credit,6.42395E+15,Mar-23,419,YES,2,"$6,600 ",Mar-10,2011,No
1620,1,Visa,Debit (Prepaid),4.50938E+15,May-22,775,NO,1,$57 ,Jan-20,2020,No
1620,2,Visa,Debit,4.76125E+15,Mar-22,492,YES,1,"$11,996 ",Sep-11,2011,No
1620,3,Mastercard,Debit,5.4133E+15,Oct-21,231,YES,1,"$18,026 ",Aug-11,2011,No
1620,4,Visa,Debit,4.44172E+15,Mar-17,895,YES,2,"$10,495 ",Jan-08,2011,No
1620,5,Visa,Debit,4.94107E+15,May-21,841,NO,2,"$9,946 ",Jul-19,2019,No
1621,0,Visa,Debit,4.34165E+15,Jan-23,76,YES,2,"$20,245 ",Apr-08,2008,No
1621,1,Visa,Credit,4.92186E+15,Feb-20,790,NO,1,"$5,100 ",Dec-05,2010,No
1621,2,Visa,Debit,4.40213E+15,May-22,178,YES,1,"$36,515 ",Mar-13,2013,No
1621,3,Mastercard,Debit,5.03685E+15,Dec-24,88,YES,2,"$15,306 ",Jan-19,2019,No
1621,4,Amex,Credit,3.98597E+14,Apr-09,360,YES,1,"$20,600 ",Sep-06,2008,No
1622,0,Amex,Credit,3.83503E+14,Jun-22,767,YES,1,"$7,300 ",Dec-11,2011,No
1622,1,Mastercard,Debit,5.77258E+15,Jun-23,335,YES,2,"$10,348 ",Feb-07,2014,No
1622,2,Mastercard,Credit,5.75402E+15,Mar-16,279,YES,1,"$3,300 ",Nov-10,2010,No
1623,0,Visa,Debit,4.22414E+15,Mar-22,4,YES,1,"$20,318 ",Feb-20,2020,No
1624,0,Mastercard,Debit,5.54605E+15,May-20,380,YES,1,"$28,163 ",Jan-20,2020,No
1624,1,Mastercard,Debit (Prepaid),5.26624E+15,Oct-24,868,YES,2,$63 ,Sep-09,2011,No
1624,2,Visa,Debit,4.82256E+15,Apr-18,967,YES,1,"$31,491 ",Aug-14,2014,No
1624,3,Amex,Credit,3.7266E+14,Oct-21,981,YES,1,"$22,700 ",Aug-09,2009,No
1625,0,Visa,Debit (Prepaid),4.4486E+15,Nov-16,934,YES,2,$73 ,Nov-15,2015,No
1625,1,Amex,Credit,3.26702E+14,Nov-17,478,YES,1,"$9,900 ",May-06,2007,No
1625,2,Mastercard,Debit,5.63617E+15,Apr-21,14,YES,2,"$14,713 ",Dec-09,2011,No
1625,3,Mastercard,Debit,5.50851E+15,May-23,468,YES,2,"$2,290 ",Jul-05,2011,No
1626,0,Mastercard,Debit,5.49442E+15,Jan-20,181,NO,1,"$28,203 ",Jan-20,2020,No
1626,1,Mastercard,Credit,5.91793E+15,Jan-20,876,YES,1,"$30,200 ",Jan-20,2020,No
1626,2,Mastercard,Debit,5.66434E+15,Nov-21,184,YES,2,"$3,565 ",Feb-20,2020,No
1626,3,Mastercard,Debit,5.69733E+15,Jun-20,916,YES,1,"$3,565 ",Jan-20,2020,No
1627,0,Visa,Debit,4.80101E+15,Mar-21,290,YES,1,"$17,111 ",Feb-09,2010,No
1627,1,Visa,Debit,4.58376E+15,Aug-21,812,YES,2,"$21,264 ",Mar-99,2009,No
1627,2,Mastercard,Debit,5.44955E+15,Feb-20,419,YES,1,"$15,125 ",Oct-17,2017,No
1627,3,Visa,Debit,4.7296E+15,Feb-20,830,YES,2,"$16,472 ",Mar-14,2014,No
1628,0,Mastercard,Credit,5.08799E+15,Nov-21,691,NO,2,"$12,800 ",Jan-20,2020,No
1629,0,Mastercard,Debit,5.81057E+15,Nov-20,736,YES,2,"$11,154 ",Feb-04,2007,No
1629,1,Visa,Debit,4.22233E+15,Nov-07,364,YES,1,"$19,419 ",Sep-07,2010,No
1629,2,Mastercard,Credit,5.41624E+15,Jun-22,790,YES,2,"$9,100 ",Mar-06,2011,No
1629,3,Mastercard,Debit,5.83479E+15,May-22,402,YES,1,"$9,471 ",Jun-10,2011,No
1629,4,Visa,Debit,4.14424E+15,Feb-24,279,YES,2,"$10,331 ",Oct-15,2015,No
1630,0,Mastercard,Credit,5.86288E+15,Nov-04,716,YES,1,"$15,900 ",May-97,2009,No
1631,0,Mastercard,Credit,5.98624E+15,May-20,357,YES,1,"$5,200 ",Oct-18,2018,No
1632,0,Mastercard,Credit,5.66771E+15,Feb-20,982,YES,1,"$8,600 ",Nov-18,2018,No
1632,1,Visa,Credit,4.71187E+15,May-24,453,YES,1,"$8,700 ",Nov-09,2009,No
1633,0,Mastercard,Debit,5.35291E+15,Mar-18,231,YES,1,"$25,236 ",Jun-10,2011,No
1633,1,Mastercard,Credit,5.6539E+15,Feb-11,81,YES,2,"$10,400 ",Mar-08,2008,No
1633,2,Mastercard,Debit (Prepaid),5.40304E+15,Oct-24,879,YES,2,$38 ,Jun-08,2013,No
1634,0,Mastercard,Debit (Prepaid),5.41926E+15,Sep-20,839,YES,1,$106 ,Sep-07,2010,No
1634,1,Visa,Debit,4.73076E+15,Apr-21,269,YES,1,"$15,975 ",Jul-01,2011,No
1634,2,Visa,Debit,4.67851E+15,Dec-23,404,YES,2,"$12,188 ",Dec-07,2011,No
1634,3,Visa,Debit,4.11803E+15,Mar-22,471,YES,2,"$11,928 ",Nov-15,2015,No
1634,4,Mastercard,Debit,5.06074E+15,Aug-21,638,YES,2,"$13,841 ",Apr-12,2012,No
1635,0,Amex,Credit,3.86475E+14,Mar-24,151,YES,1,"$7,500 ",Aug-10,2011,No
1636,0,Visa,Debit,4.50412E+15,Sep-13,420,YES,2,"$4,269 ",Jul-07,2009,No
1636,1,Mastercard,Credit,5.61588E+15,Feb-24,761,YES,2,"$12,600 ",May-07,2011,No
1636,2,Amex,Credit,3.35571E+14,Sep-03,193,YES,1,"$16,500 ",Apr-01,2016,No
1636,3,Mastercard,Debit,5.94371E+15,Nov-08,212,YES,1,"$19,152 ",Sep-08,2009,No
1637,0,Visa,Debit,4.56308E+15,Feb-24,522,YES,2,"$19,349 ",Jul-18,2018,No
1638,0,Visa,Debit,4.74946E+15,Sep-22,680,YES,2,"$1,703 ",Sep-97,2009,No
1638,1,Visa,Credit,4.28124E+15,Jun-17,240,YES,2,"$2,800 ",Jan-12,2012,No
1638,2,Visa,Debit,4.32102E+15,Feb-24,881,YES,1,"$13,569 ",Apr-11,2011,No
1638,3,Visa,Credit,4.29043E+15,Jan-24,638,YES,1,"$10,700 ",Jul-07,2008,No
1638,4,Visa,Credit,4.13557E+15,Jun-22,582,YES,2,"$14,500 ",Jul-09,2009,No
1639,0,Mastercard,Debit (Prepaid),5.37601E+15,Sep-21,68,YES,1,$26 ,Oct-05,2010,No
1640,0,Visa,Debit,4.7056E+15,May-21,524,YES,2,"$25,621 ",Dec-16,2016,No
1640,1,Mastercard,Debit,5.75124E+15,May-24,167,YES,1,"$12,193 ",Jun-17,2017,No
1640,2,Visa,Debit,4.20906E+15,Jul-18,375,YES,1,"$14,247 ",Jun-18,2018,No
1640,3,Mastercard,Debit,5.62405E+15,Feb-20,78,YES,2,"$14,859 ",May-04,2009,No
1641,0,Visa,Credit,4.72982E+15,Sep-14,625,NO,2,"$13,400 ",Oct-05,2011,No
1641,1,Mastercard,Credit,5.92302E+15,Aug-20,116,YES,2,"$12,500 ",Mar-03,2003,No
1641,2,Amex,Credit,3.46056E+14,Dec-09,56,YES,2,"$3,800 ",Sep-01,2009,No
1641,3,Mastercard,Debit,5.42447E+15,Jun-14,575,YES,2,"$22,527 ",Apr-07,2011,No
1642,0,Mastercard,Debit,5.58807E+15,Sep-20,126,YES,1,"$7,284 ",Jan-20,2020,No
1643,0,Visa,Debit,4.02058E+15,Apr-22,526,YES,1,"$22,856 ",Oct-12,2012,No
1643,1,Visa,Debit,4.03345E+15,Jan-21,434,YES,1,"$20,225 ",Feb-16,2016,No
1643,2,Visa,Debit,4.58553E+15,Feb-20,364,NO,1,"$15,742 ",Feb-20,2020,No
1643,3,Visa,Credit,4.75197E+15,Nov-21,581,NO,1,"$11,400 ",Dec-08,2008,No
1644,0,Amex,Credit,3.68779E+14,Aug-08,125,YES,1,"$6,200 ",Apr-07,2014,No
1644,1,Amex,Credit,3.78145E+14,Oct-05,759,YES,2,$500 ,Jul-05,2009,No
1644,2,Mastercard,Credit,5.71905E+15,Nov-21,971,YES,1,"$7,100 ",Nov-08,2017,No
1644,3,Visa,Debit,4.04373E+15,Mar-22,390,YES,1,"$15,522 ",Dec-06,2015,No
1644,4,Mastercard,Debit,5.24077E+15,Sep-23,370,YES,2,"$19,640 ",Feb-01,2010,No
1645,0,Mastercard,Debit,5.31454E+15,Jun-20,410,YES,1,"$13,930 ",Nov-07,2010,No
1645,1,Mastercard,Debit,5.46277E+15,Feb-21,951,YES,2,"$22,357 ",Jun-15,2015,No
1645,2,Mastercard,Credit,5.31504E+15,Jan-22,772,YES,1,"$7,700 ",Oct-11,2011,No
1645,3,Amex,Credit,3.86623E+14,Sep-23,553,NO,1,"$5,100 ",Jun-12,2012,No
1646,0,Mastercard,Debit,5.45292E+15,Jan-20,969,YES,2,"$12,191 ",Jan-20,2020,No
1647,0,Visa,Debit,4.29588E+15,Feb-24,602,YES,1,"$58,234 ",Mar-15,2015,No
1647,1,Mastercard,Debit,5.35795E+15,Jul-21,726,YES,2,"$76,966 ",Feb-11,2011,No
1648,0,Mastercard,Credit,5.04647E+15,May-23,561,YES,2,"$4,500 ",Jun-16,2016,No
1649,0,Mastercard,Debit,5.68916E+15,Jul-24,698,YES,1,"$25,551 ",Dec-11,2011,No
1649,1,Mastercard,Debit,5.64806E+15,Mar-21,353,YES,2,"$21,253 ",Mar-04,2011,No
1649,2,Mastercard,Debit,5.8542E+15,Dec-23,551,YES,2,"$10,274 ",Jun-08,2008,No
1649,3,Amex,Credit,3.75716E+14,Nov-15,431,YES,2,"$4,800 ",Aug-15,2015,No
1649,4,Visa,Debit,4.04937E+15,Dec-23,739,YES,2,"$19,934 ",Jan-20,2020,No
1650,0,Visa,Debit,4.41953E+15,Sep-22,578,YES,2,"$8,829 ",Feb-20,2020,No
1650,1,Mastercard,Credit,5.24425E+15,Jul-24,684,YES,2,"$12,400 ",Jan-13,2013,No
1650,2,Mastercard,Debit,5.14868E+15,Feb-20,917,YES,1,"$17,691 ",Mar-18,2018,No
1651,0,Mastercard,Debit,5.56799E+15,May-13,643,YES,2,"$15,317 ",May-08,2013,No
1652,0,Mastercard,Debit,5.11823E+15,Jun-20,208,YES,1,"$19,612 ",Dec-15,2015,No
1653,0,Mastercard,Debit,5.79742E+15,Jan-20,154,YES,2,"$10,304 ",Jan-20,2020,No
1654,0,Mastercard,Debit,5.57074E+15,Feb-21,20,YES,1,"$16,229 ",Mar-17,2017,No
1654,1,Visa,Debit,4.51591E+15,Nov-24,871,YES,1,"$8,366 ",Nov-15,2015,No
1654,2,Visa,Debit,4.06062E+15,Jun-23,39,YES,2,"$7,688 ",Nov-14,2014,No
1654,3,Amex,Credit,3.43206E+14,Sep-24,201,YES,1,"$8,300 ",Jul-08,2015,No
1655,0,Mastercard,Debit,5.19964E+15,May-22,927,YES,1,"$16,557 ",Jan-20,2020,No
1656,0,Mastercard,Debit,5.05441E+15,Aug-24,161,YES,2,"$18,627 ",Jul-09,2015,No
1657,0,Visa,Debit,4.80772E+15,Aug-22,174,YES,1,"$23,156 ",Feb-20,2020,No
1657,1,Visa,Debit,4.27716E+15,Feb-24,419,YES,1,"$30,041 ",Jul-10,2011,No
1657,2,Mastercard,Debit,5.01E+15,Feb-24,908,YES,1,"$29,137 ",Oct-11,2011,No
1657,3,Amex,Credit,3.59523E+14,Jul-21,87,YES,1,"$10,400 ",Sep-04,2017,No
1657,4,Mastercard,Credit,5.76518E+15,Feb-22,980,YES,2,"$13,500 ",Jun-08,2008,No
1657,5,Mastercard,Debit,5.0021E+15,Feb-23,917,YES,1,"$17,663 ",Nov-16,2016,No
1658,0,Mastercard,Debit,5.45873E+15,Aug-21,24,NO,2,"$30,637 ",Jan-20,2020,No
1659,0,Mastercard,Debit,5.39219E+15,Oct-21,452,NO,1,"$8,540 ",Aug-17,2017,No
1659,1,Mastercard,Debit,5.30232E+15,Feb-12,347,YES,1,"$9,397 ",Jun-08,2010,No
1659,2,Visa,Debit,4.7234E+15,Sep-20,740,YES,1,"$12,329 ",Jan-20,2020,No
1659,3,Visa,Debit,4.5986E+15,Jan-20,17,YES,1,"$8,333 ",Oct-03,2007,No
1660,0,Visa,Credit,4.53646E+15,Sep-20,102,YES,2,"$5,200 ",Oct-19,2019,No
1660,1,Visa,Debit,4.53413E+15,Aug-10,827,YES,2,"$35,757 ",Apr-10,2011,No
1660,2,Mastercard,Credit,5.7789E+15,Mar-15,908,NO,1,"$16,600 ",May-05,2015,No
1660,3,Mastercard,Debit,5.58359E+15,Jun-20,661,YES,2,"$23,754 ",Sep-03,2018,No
1660,4,Mastercard,Debit,5.72869E+15,Oct-24,532,YES,2,"$14,480 ",Mar-05,2009,No
1660,5,Mastercard,Debit,5.62547E+15,Oct-23,564,YES,2,"$6,237 ",Jan-06,2007,No
1661,0,Visa,Credit,4.06133E+15,Feb-23,114,NO,1,"$9,200 ",Jan-20,2020,No
1661,1,Visa,Debit,4.49786E+15,Jan-20,573,YES,2,"$14,797 ",Jan-20,2020,No
1662,0,Visa,Credit,4.04201E+15,Feb-23,177,YES,1,"$9,400 ",Nov-10,2013,No
1662,1,Visa,Debit (Prepaid),4.86899E+15,Jun-24,248,YES,2,$50 ,Jul-11,2011,No
1662,2,Mastercard,Credit,5.76497E+15,Feb-20,402,YES,2,"$1,800 ",Dec-13,2013,No
1662,3,Amex,Credit,3.43199E+14,Oct-24,496,YES,1,"$12,400 ",May-04,2014,No
1662,4,Visa,Credit,4.57748E+15,Dec-10,553,YES,2,"$14,300 ",Jan-07,2007,No
1662,5,Mastercard,Debit,5.35572E+15,Dec-24,956,YES,1,"$27,489 ",Feb-11,2011,No
1663,0,Visa,Debit,4.793E+15,Jan-22,998,YES,2,"$7,846 ",Feb-20,2020,No
1664,0,Mastercard,Credit,5.94389E+15,Sep-21,437,YES,2,"$12,500 ",Feb-20,2020,No
1664,1,Discover,Credit,6.74148E+15,Apr-20,360,NO,2,"$10,500 ",Jan-20,2020,No
1664,2,Mastercard,Debit (Prepaid),5.68067E+15,Feb-20,195,YES,1,$72 ,Feb-20,2020,No
1664,3,Mastercard,Credit,5.54492E+15,May-20,158,YES,1,"$8,800 ",Feb-20,2020,No
1665,0,Mastercard,Debit,5.83778E+15,Jan-11,189,YES,1,"$11,199 ",Dec-10,2010,No
1665,1,Visa,Debit,4.20582E+15,May-20,679,YES,1,"$8,800 ",Jan-10,2010,No
1665,2,Mastercard,Debit (Prepaid),5.82507E+15,Sep-21,940,YES,1,$83 ,Oct-13,2013,No
1665,3,Mastercard,Debit,5.75761E+15,Nov-24,657,NO,1,"$7,217 ",Mar-10,2010,No
1666,0,Mastercard,Credit,5.28279E+15,Sep-22,115,YES,2,"$9,000 ",Oct-15,2015,No
1666,1,Mastercard,Debit,5.80504E+15,Jan-20,947,YES,1,"$15,195 ",Jan-11,2011,No
1666,2,Mastercard,Debit,5.52211E+15,Feb-24,663,YES,1,"$14,747 ",Mar-10,2010,No
1667,0,Mastercard,Debit,5.68333E+15,Feb-20,447,YES,2,"$8,998 ",Feb-20,2020,No
1668,0,Amex,Credit,3.40244E+14,Mar-23,846,YES,2,"$20,400 ",Feb-20,2020,No
1668,1,Visa,Debit,4.55428E+15,Sep-22,212,YES,2,"$13,653 ",Aug-09,2016,No
1669,0,Amex,Credit,3.71092E+14,Feb-20,858,YES,2,"$17,800 ",Jan-10,2011,No
1669,1,Mastercard,Debit (Prepaid),5.20079E+15,Jul-24,836,YES,2,$52 ,Sep-05,2015,No
1669,2,Mastercard,Debit (Prepaid),5.90668E+15,Sep-23,935,YES,2,$56 ,Aug-11,2011,No
1669,3,Mastercard,Debit,5.15969E+15,Jan-24,232,YES,2,"$3,099 ",Mar-02,2012,No
1670,0,Mastercard,Debit,5.991E+15,May-20,214,YES,1,"$11,805 ",Jan-20,2020,No
1670,1,Visa,Debit,4.25675E+15,Jan-20,433,YES,1,"$17,535 ",Jan-20,2020,No
1671,0,Amex,Credit,3.52397E+14,Aug-22,465,YES,2,"$18,000 ",Jun-02,2011,No
1672,0,Mastercard,Debit (Prepaid),5.84999E+15,Nov-24,858,YES,2,$95 ,Feb-20,2020,No
1673,0,Discover,Credit,6.78972E+15,Sep-20,817,YES,1,"$8,200 ",Mar-08,2014,No
1673,1,Mastercard,Debit,5.92729E+15,Nov-23,964,YES,2,"$2,143 ",Jan-99,2013,No
1673,2,Mastercard,Debit,5.18479E+15,Dec-21,128,YES,2,"$6,550 ",Aug-05,2016,No
1673,3,Mastercard,Credit,5.1482E+15,Apr-24,384,YES,2,"$12,800 ",Jul-11,2011,No
1673,4,Visa,Debit,4.70789E+15,Feb-20,848,YES,1,"$15,960 ",Jul-07,2010,No
1674,0,Mastercard,Credit,5.93093E+15,Feb-20,744,YES,2,"$19,000 ",Jan-20,2020,No
1674,1,Mastercard,Debit,5.9812E+15,Jun-16,143,YES,1,"$26,575 ",Jul-09,2011,No
1675,0,Mastercard,Credit,5.61333E+15,Jun-21,118,YES,2,"$5,800 ",Sep-08,2008,No
1675,1,Mastercard,Debit,5.34096E+15,May-21,458,YES,2,"$16,047 ",Apr-02,2011,No
1676,0,Visa,Credit,4.8025E+15,Apr-24,196,YES,2,"$5,900 ",Sep-14,2014,No
1676,1,Mastercard,Debit,5.88572E+15,May-24,538,YES,2,"$22,722 ",Mar-19,2019,No
1676,2,Mastercard,Debit,5.54487E+15,Jul-13,422,YES,2,"$21,258 ",Jan-13,2013,No
1677,0,Visa,Debit (Prepaid),4.57084E+15,Jul-20,4,YES,2,$18 ,Sep-09,2009,No
1677,1,Mastercard,Debit (Prepaid),5.03052E+15,Aug-23,680,YES,2,$8 ,Feb-10,2017,No
1678,0,Visa,Debit,4.96763E+15,Mar-23,284,YES,2,"$14,446 ",Nov-13,2013,No
1678,1,Mastercard,Credit,5.58294E+15,Aug-16,142,YES,1,"$10,500 ",May-01,2009,No
